Page Title,Column1,Column2,Column3,Column4,Column5,Column6,Column7
Medal winners St. Louis 1904,"Coxless Pairs, Men",Seawanhaka Boat Club,USA,Atalanta Boat Club,USA,Western Rowing Club,USA
Medal winners St. Louis 1904,"Coxless Fours, Men",Century Boat Club,USA,Mound City Rowing Club,USA,Western Rowing Club,USA
Medal winners St. Louis 1904,"Eights, Men",Vesper Boat Club,USA,Toronto Argonauts,CAN,—,—
Medal winners St. Louis 1904,Swimming,,,,,,
Medal winners St. Louis 1904,"50 yards Freestyle, Men",Zoltán Halmay,HUN,Scott Leary,USA,Charlie Daniels,USA
Medal winners St. Louis 1904,"100 yards Freestyle, Men",Zoltán Halmay,HUN,Charlie Daniels,USA,Scott Leary,USA
Medal winners St. Louis 1904,"220 yards Freestyle, Men",Charlie Daniels,USA,Frank Gailey,USA,Emil Rausch,GER
Medal winners St. Louis 1904,"440 yards Freestyle, Men",Charlie Daniels,USA,Frank Gailey,USA,Otto Wahle,USA
Medal winners St. Louis 1904,"880 yards Freestyle, Men",Emil Rausch,GER,Frank Gailey,USA,Géza Kiss,HUN
Medal winners St. Louis 1904,"1 mile Freestyle, Men",Emil Rausch,GER,Géza Kiss,HUN,Frank Gailey,USA
Medal winners St. Louis 1904,"4 × 50 yards Freestyle Relay, Men",New York Athletic Club #1,USA,Chicago Athletic Association,USA,Missouri Athletic Club,USA
Medal winners St. Louis 1904,"100 yards Backstroke, Men",Walter Brack,GER,Georg Hoffmann,GER,Georg Zacharias,GER
Medal winners St. Louis 1904,"440 yards Breaststroke, Men",Georg Zacharias,GER,Walter Brack,GER,Jam Handy,USA
Medal winners St. Louis 1904,"Plunge For Distance, Men",Billy Dickey,USA,Edgar Adams,USA,Budd Goodwin,USA
Medal winners St. Louis 1904,Tennis,,,,,,
Medal winners St. Louis 1904,"Singles, Men",Beals Wright,USA,Robert LeRoy,USA,Edgar LeonardAlphonzo Bell,USAUSA
Medal winners St. Louis 1904,"Doubles, Men",United States 1,USA,United States 2,USA,United States 3United States 4,USAUSA
Medal winners St. Louis 1904,Tug-Of-War,,,,,,
Medal winners St. Louis 1904,"Tug-Of-War, Men",Milwaukee Athletic Club,USA,St. Louis Southwest Turnverein #1,USA,St. Louis Southwest Turnverein #2,USA
Medal winners St. Louis 1904,Water Polo,,,,,,
Medal winners St. Louis 1904,"Water Polo, Men",New York Athletic Club,USA,Chicago Athletic Association,USA,Missouri Athletic Club,USA
Medal winners St. Louis 1904,Weightlifting,,,,,,
Medal winners St. Louis 1904,"Unlimited, Two Hands, Men",Periklis Kakousis,GRE,Oscar Osthoff,USA,Franz Kugler,USA
Medal winners St. Louis 1904,"All-Around Dumbbell Contest, Men",Oscar Osthoff,USA,Fred Winter,USA,Franz Kugler,USA
Medal winners St. Louis 1904,Wrestling,,,,,,
Medal winners St. Louis 1904,"Light-Flyweight, Freestyle, Men",Bob Curry,USA,John Hein,USA,Gustav Tiefenthaler,USA
Medal winners St. Louis 1904,"Flyweight, Freestyle, Men",George Mehnert,USA,Gustav Bauer,USA,William Nelson,USA
Medal winners St. Louis 1904,"Bantamweight, Freestyle, Men",Jack Niflot,USA,Gus Wester,USA,Louis Strebler,USA
Medal winners St. Louis 1904,"Featherweight, Freestyle, Men",Ben Bradshaw,USA,Ted McLear,USA,Charles Clapper,USA
Medal winners St. Louis 1904,"Lightweight, Freestyle, Men",Otto Roehm,USA,Rudolph Tesiny,USA,Al Zirkel,USA
Medal winners St. Louis 1904,"Welterweight, Freestyle, Men",Charles Ericksen,USA,Bill Beckman,USA,Jerry Winholtz,USA
Medal winners St. Louis 1904,"Heavyweight, Freestyle, Men",Bernhoff Hansen,USA,Franz Kugler,USA,Fred Warmbold,USA
Medal winners Athina 1906,Artistic Gymnastics,,,,,,
Medal winners Athina 1906,"Individual All-Around, Men",Pierre Payssé,FRA,Alberto Braglia,ITA,Gustave Charmoille,FRA
Medal winners Athina 1906,"Individual All-Around, 5 Events, Men",Pierre Payssé,FRA,Alberto Braglia,ITA,Gustave Charmoille,FRA
Medal winners Athina 1906,"Team All-Around, Men",Norway,NOR,Denmark,DEN,Pistoja/Firenze,ITA
Medal winners Athina 1906,"Rope Climbing, Men",Georgios Aliprantis,GRE,Béla Erődi,HUN,Konstantinos Kozanitas,GRE
Medal winners Athina 1906,Athletics,,,,,,
Medal winners Athina 1906,"100 metres, Men",Archie Hahn,USA,Fay Moulton,USA,Nigel Barker,AUS
Medal winners Athina 1906,"400 metres, Men",Paul Pilgrim,USA,Wyndham Halswelle,GBR,Nigel Barker,AUS
Medal winners Athina 1906,"800 metres, Men",Paul Pilgrim,USA,Jim Lightbody,USA,Wyndham Halswelle,GBR
Medal winners Athina 1906,"1,500 metres, Men",Jim Lightbody,USA,John McGough,GBR,Kristian Hellström,SWE
Medal winners Athina 1906,"5 miles, Men",Henry Hawtrey,GBR,John Svanberg,SWE,Edward Dahl,SWE
Medal winners Athina 1906,"Marathon, Men",Billy Sherring,CAN,John Svanberg,SWE,William Frank,USA
Medal winners Athina 1906,"110 metres Hurdles, Men",Bob Leavitt,USA,Alfred Healey,GBR,Vincent Duncker,GER
Medal winners Athina 1906,"1,500 metres Race Walk, Men",George Bonhag,USA,Don Linden,CAN,Konstantinos Spetsiotis,GRE
Medal winners Athina 1906,"3,000 metres Race Walk, Men",György Sztantics,HUN,Hermann Müller,GER,Georgios Saridakis,GRE
Medal winners Athina 1906,"High Jump, Men",Con Leahy,GBR,Lajos Gönczy,HUN,Themistoklis DiakidisBert Kerrigan,GREUSA
Medal winners Athina 1906,"Standing High Jump, Men",Ray Ewry,USA,Léon DupontMartin SheridanLawson Robertson,BELUSAUSA,—,—
Medal winners Athina 1906,"Pole Vault, Men",Fernand Gonder,FRA,Bruno Söderström,SWE,Ed Glover,USA
Medal winners Athina 1906,"Long Jump, Men",Meyer Prinstein,USA,Peter O'Connor,GBR,Hugo Friend,USA
Medal winners Athina 1906,"Standing Long Jump, Men",Ray Ewry,USA,Martin Sheridan,USA,Lawson Robertson,USA
Medal winners Athina 1906,"Triple Jump, Men",Peter O'Connor,GBR,Con Leahy,GBR,Tom Cronan,USA
Medal winners Athina 1906,"Shot Put, Men",Martin Sheridan,USA,Mihály Dávid,HUN,Eric Lemming,SWE
Medal winners Athina 1906,"Stone Throw, Men",Nikolaos Georgantas,GRE,Martin Sheridan,USA,Michail Dorizas,GRE
Medal winners Athina 1906,"Discus Throw, Men",Martin Sheridan,USA,Nikolaos Georgantas,GRE,Verner Järvinen,FIN
Medal winners Athina 1906,"Discus Throw, Greek Style, Men",Verner Järvinen,FIN,Nikolaos Georgantas,GRE,István Mudin,HUN
Medal winners Athina 1906,"Javelin Throw, Freestyle, Men",Eric Lemming,SWE,Knut Lindberg,SWE,Bruno Söderström,SWE
Medal winners Athina 1906,"Pentathlon (Ancient), Men",Hjalmar Mellander,SWE,István Mudin,HUN,Eric Lemming,SWE
Medal winners Athina 1906,Cycling Road,,,,,,
Medal winners Athina 1906,"Road Race, Individual, Men",Fernand Vast,FRA,Maurice Bardonneau,FRA,Edmond Luguet,FRA
Medal winners Athina 1906,Cycling Track,,,,,,
Medal winners Athina 1906,"Sprint, Men",Francesco Verri,ITA,Bert Bouffler,GBR,Eugène Debongnie,BEL
Medal winners Athina 1906,"333⅓ metres Time Trial, Men",Francesco Verri,ITA,Herbert Crowther,GBR,Henri Menjou,FRA
Medal winners Athina 1906,"Tandem Sprint, 2,000 metres, Men",Great Britain,GBR,Germany,GER,Germany,GER
Medal winners Athina 1906,"5,000 metres, Men",Francesco Verri,ITA,Herbert Crowther,GBR,Fernand Vast,FRA
Medal winners Athina 1906,"20 kilometres, Men",Billy Pett,GBR,Maurice Bardonneau,FRA,Fernand Vast,FRA
Medal winners Athina 1906,Diving,,,,,,
Medal winners Athina 1906,"Platform, Men",Gottlob Walz,GER,Georg Hoffmann,GER,Otto Satzinger,AUT
Medal winners Athina 1906,Fencing,,,,,,
Medal winners Athina 1906,"Foil, Individual, Men","Georges, Baron Dillon-Kavanagh",FRA,Gustav Casmir,GER,Pierre d'Hugues,FRA
Medal winners Athina 1906,"Épée, Individual, Men","Gabriel, Comte de la Falaise",FRA,"Georges, Baron Dillon-Kavanagh",FRA,Lex van Blijenburgh,NED
Medal winners Athina 1906,"Épée, Masters, Individual, Men",Cyrille Verbrugge,BEL,Carlo Gandini,ITA,Ioannis Raisis,GRE
Medal winners Athina 1906,"Épée, Team, Men",France,FRA,Great Britain,GBR,Belgium,BEL
Medal winners Athina 1906,"Sabre, Individual, Men",Ioannis Georgiadis,GRE,Gustav Casmir,GER,Federico Cesarano,ITA
Medal winners Athina 1906,"Sabre, Masters, Individual, Men",Cyrille Verbrugge,BEL,Ioannis Raisis,GRE,—,—
Medal winners Athina 1906,"Sabre, Individual, Three Hits, Men",Gustav Casmir,GER,George van Rossem,NED,Péter Tóth,HUN
Medal winners Athina 1906,"Sabre, Team, Men",Germany,GER,Greece,GRE,Netherlands,NED
Medal winners Athina 1906,Football,,,,,,
Medal winners Athina 1906,"Football, Men",Denmark,DEN,Smyrna,GRE,Thessaloníki,GRE
Medal winners Athina 1906,Rowing,,,,,,
Medal winners Athina 1906,"Single Sculls, Men",Gaston Delaplane,FRA,Joseph Larran,FRA,—,—
Medal winners Athina 1906,"Coxed Pairs (1 kilometre), Men",Bucintoro Venezia,ITA,Barion/Bari,ITA,Société Nautique de la Basse Seine,FRA
Medal winners Athina 1906,"Coxed Pairs (1 mile), Men",Bucintoro Venezia,ITA,Royal Club Nautique de Gand,BEL,Société Nautique de Bayonne,FRA
Medal winners Athina 1906,"Coxed Fours, Men",Bucintoro Venezia,ITA,Société Nautique de la Basse Seine,FRA,Société Nautique de Bayonne,FRA
Medal winners Athina 1906,"6-Man Naval Rowing Boats, Men","Marinai della nave da guerra ""Varese""",ITA,"Lemzos Thorichton ""Spetsai""",GRE,"Phalainis ton Thorichtou ""Hydra""",GRE
Medal winners Athina 1906,"17-Man Naval Rowing Boats, Men","Large boat, Central Naval Prep School ""Poros""",GRE,"Phalainis ton Thorichtou ""Hydra""",GRE,"Marinai della nave da guerra ""Varese""",ITA
Medal winners Athina 1906,Shooting,,,,,,
Medal winners Athina 1906,"Free Pistol, 25 metres, Men",Maurice Lecoq,FRA,Léon Moreaux,FRA,Aristidis Ragkavis,GRE
Medal winners Athina 1906,"Free Pistol, 50 metres, Men",Georgios Orfanidis,GRE,Georges Fouconnier,FRA,Aristidis Ragkavis,GRE
Medal winners Athina 1906,"Military Revolver, 1873-1874 Gras Model, 20 metres, Men",Georges Fouconnier,FRA,"Raoul, Comte de Boigne",FRA,Hermann Martin,FRA
Medal winners Athina 1906,"Military Revolver, 20 metres, Men",Louis Richardet,SUI,Alexandros Theofilakis,GRE,Georgios Skotadis,GRE
Medal winners Athina 1906,"Dueling Pistol Au Visé 20 metres, Men",Léon Moreaux,FRA,Cesare Liverziani,ITA,Maurice Lecoq,FRA
Medal winners Athina 1906,"Dueling Pistol Au Commandement, 25 metres, Men",Konstantinos Skarlatos,GRE,Hübner von Holst,SWE,Vilhelm Carlberg,SWE
Medal winners Athina 1906,"Free Rifle, Three Positions, 300 metres, Team, Men",Switzerland,SUI,Norway,NOR,France,FRA
Medal winners Athina 1906,"Free Rifle, Any Position, 300 metres, Men",Marcel Meyer de Stadelhofen,SUI,Konrad Stäheli,SUI,Léon Moreaux,FRA
Medal winners Athina 1906,"Military Rifle, 1873-1874 Gras Model, Kneeling Or Standing, 200 metres, Men",Léon Moreaux,FRA,Louis Richardet,SUI,Jean Reich,SUI
Medal winners Athina 1906,"Military Rifle, Kneeling Or Standing, 300 metres, Men",Louis Richardet,SUI,Jean Reich,SUI,"Raoul, Comte de Boigne",FRA
Medal winners Athina 1906,"Trap, Single Shot, 16 metres, Men",Gerald Merlin,GBR,Ioannis Peridis,GRE,Sidney Merlin,GBR
Medal winners Athina 1906,"Trap, Double Shot, 14 metres, Men",Sidney Merlin,GBR,Anastasios Metaxas,GRE,Gerald Merlin,GBR
Medal winners Athina 1906,Swimming,,,,,,
Medal winners Athina 1906,"100 metres Freestyle, Men",Charlie Daniels,USA,Zoltán Halmay,HUN,Cecil Healy,AUS
Medal winners Athina 1906,"400 metres Freestyle, Men",Otto Scheff,AUT,Henry Taylor,GBR,John Jarvis,GBR
Medal winners Athina 1906,"1 mile Freestyle, Men",Henry Taylor,GBR,John Jarvis,GBR,Otto Scheff,AUT
Medal winners Athina 1906,"4 × 250 metres Freestyle Relay, Men",Hungary,HUN,Germany,GER,Great Britain,GBR
Medal winners Athina 1906,Tennis,,,,,,
Medal winners Athina 1906,"Singles, Men",Max Decugis,FRA,Maurice Germot,FRA,Zdeněk Žemla,BOH
Medal winners Athina 1906,"Doubles, Men",France,FRA,Greece 1,GRE,Bohemia,BOH
Medal winners Athina 1906,"Singles, Women",Esme Simiriotis,GRE,Sofia Marinou,GRE,Fronietta Paspati,GRE
Medal winners Athina 1906,"Doubles, Mixed",France,FRA,Greece 1,GRE,Greece 2,GRE
Medal winners Athina 1906,Tug-Of-War,,,,,,
Medal winners Athina 1906,"Tug-Of-War, Men",Germany,GER,Omas Helliniki Peiraikos Syndesmos,GRE,Sweden,SWE
Medal winners Athina 1906,Weightlifting,,,,,,
Medal winners Athina 1906,"Unlimited, One Hand, Men",Josef Steinbach,AUT,Tullio Camillotti,ITA,Heinrich Schneidereit,GER
Medal winners Athina 1906,"Unlimited, Two Hands, Men",Dimitrios Tofalos,GRE,Josef Steinbach,AUT,Alexandre MaspoliHeinrich SchneidereitHeinrich Rondi,FRAGERGER
Medal winners Athina 1906,Wrestling,,,,,,
Medal winners Athina 1906,"Lightweight, Greco-Roman, Men",Rudolf Watzl,AUT,Carl Carlsen,DEN,Ferenc Holubán,HUN
Medal winners Athina 1906,"Middleweight, Greco-Roman, Men",Verner Weckman,FIN,Rudolf Lindmayer,AUT,Robert Behrens,DEN
Medal winners Athina 1906,"Heavyweight, Greco-Roman, Men",S. M. Jensen,DEN,Henri Baur,AUT,Marcel Dubois,BEL
Medal winners Athina 1906,"All-Around, Greco-Roman, Men",S. M. Jensen,DEN,Verner Weckman,FIN,Rudolf Watzl,AUT
Medal winners London 1908,Archery,,,,,,
Medal winners London 1908,"Double York Round, Men",William Dod,GBR,Reginald Brooks-King,GBR,Henry Richardson,USA
Medal winners London 1908,"Continental Style, Men",Eugène Grisot,FRA,Louis Vernet,FRA,Gustave Cabaret,FRA
Medal winners London 1908,"Double National Round, Women",Sybil Newall,GBR,Lottie Dod,GBR,Beatrice Hill-Lowe,GBR
Medal winners London 1908,Artistic Gymnastics,,,,,,
Medal winners London 1908,"Individual All-Around, Men",Alberto Braglia,ITA,Walter Tysall,GBR,Louis Ségura,FRA
Medal winners London 1908,"Team All-Around, Men",Sweden,SWE,Norway,NOR,Finland,FIN
Medal winners London 1908,Athletics,,,,,,
Medal winners London 1908,"100 metres, Men",Reggie Walker,RSA,James Rector,USA,Bobby Kerr,CAN
Medal winners London 1908,"200 metres, Men",Bobby Kerr,CAN,Bobby Cloughen,USA,Nate Cartmell,USA
Medal winners London 1908,"400 metres, Men",Wyndham Halswelle,GBR,—,—,—,—
Medal winners London 1908,"800 metres, Men",Mel Sheppard,USA,Emilio Lunghi,ITA,Hanns Braun,GER
Medal winners London 1908,"1,500 metres, Men",Mel Sheppard,USA,Harold Wilson,GBR,Norman Hallows,GBR
Medal winners London 1908,"5 miles, Men",Emil Voigt,GBR,Eddie Owen,GBR,John Svanberg,SWE
Medal winners London 1908,"Marathon, Men",Johnny Hayes,USA,Charles Hefferon,RSA,Joe Forshaw,USA
Medal winners London 1908,"110 metres Hurdles, Men",Forrest Smithson,USA,Johnny Garrels,USA,Art Shaw,USA
Medal winners London 1908,"400 metres Hurdles, Men",Charles Bacon,USA,Harry Hillman,USA,Jimmy Tremeer,GBR
Medal winners London 1908,"3,200 metres Steeplechase, Men",Arthur Russell,GBR,Arthur Robertson,GBR,John Eisele,USA
Medal winners London 1908,"1,600 metres Medley Relay, Men",United States,USA,Germany,GER,Hungary,HUN
Medal winners London 1908,"3 miles, Team, Men",Great Britain,GBR,United States,USA,France,FRA
Medal winners London 1908,"3,500 metres Race Walk, Men",George Larner,GBR,Ernie Webb,GBR,Harry Kerr,ANZ
Medal winners London 1908,"10 miles Race Walk, Men",George Larner,GBR,Ernie Webb,GBR,Edward Spencer,GBR
Medal winners London 1908,"High Jump, Men",Harry Porter,USA,Géo AndréCon LeahyIstván Somodi,FRAGBRHUN,—,—
Medal winners London 1908,"Standing High Jump, Men",Ray Ewry,USA,Kostas TsiklitirasJohn Biller,GREUSA,—,—
Medal winners London 1908,"Pole Vault, Men",A. C. GilbertEd Cook,USAUSA,—,—,Ed ArchibaldBruno SöderströmClare Jacobs,CANSWEUSA
Medal winners London 1908,"Long Jump, Men",Frank Irons,USA,Dan Kelly,USA,Cal Bricker,CAN
Medal winners London 1908,"Standing Long Jump, Men",Ray Ewry,USA,Kostas Tsiklitiras,GRE,Martin Sheridan,USA
Medal winners London 1908,"Triple Jump, Men",Tim Ahearne,GBR,Garfield MacDonald,CAN,Edvard Larsen,NOR
Medal winners London 1908,"Shot Put, Men",Ralph Rose,USA,Denis Horgan,GBR,Johnny Garrels,USA
Medal winners London 1908,"Discus Throw, Men",Martin Sheridan,USA,Merritt Giffin,USA,Bill Horr,USA
Medal winners London 1908,"Discus Throw, Greek Style, Men",Martin Sheridan,USA,Bill Horr,USA,Verner Järvinen,FIN
Medal winners London 1908,"Hammer Throw, Men",John Flanagan,USA,Matt McGrath,USA,Con Walsh,CAN
Medal winners London 1908,"Javelin Throw, Men",Eric Lemming,SWE,Arne Halse,NOR,Otto Nilsson,SWE
Medal winners London 1908,"Javelin Throw, Freestyle, Men",Eric Lemming,SWE,Michail Dorizas,GRE,Arne Halse,NOR
Medal winners London 1908,Boxing,,,,,,
Medal winners London 1908,"Bantamweight, Men",Harry Thomas,GBR,Johnny Condon,GBR,Wally Webb,GBR
Medal winners London 1908,"Featherweight, Men",Dick Gunn,GBR,Charlie Morris,GBR,Hugh Roddin,GBR
Medal winners London 1908,"Lightweight, Men",Fred Grace,GBR,Fred Spiller,GBR,Harry Johnson,GBR
Medal winners London 1908,"Middleweight, Men",John Douglas,GBR,Snowy Baker,ANZ,William Philo,GBR
Medal winners London 1908,"Heavyweight, Men",Albert Oldman,GBR,Sid Evans,GBR,Frank Parks,GBR
Medal winners London 1908,Cycling Track,,,,,,
Medal winners London 1908,"Sprint, Men",Victor Johnson,GBR,Émile Demangel,FRA,Karl Neumer,GER
Medal winners London 1908,"Tandem Sprint, 2,000 metres, Men",France,FRA,Great Britain,GBR,Great Britain,GBR
Medal winners London 1908,"Team Pursuit, 1,980 yards, Men",Great Britain,GBR,Germany,GER,Canada,CAN
Medal winners London 1908,"5,000 metres, Men",Ben Jones,GBR,Maurice Schillès,FRA,André Auffray,FRA
Medal winners London 1908,"20 kilometres, Men",Clarrie Kingsbury,GBR,Ben Jones,GBR,Joseph Werbrouck,BEL
Medal winners London 1908,"100 kilometres, Men",Charles Bartlett,GBR,Charlie Denny,GBR,Octave Lapize,FRA
Medal winners London 1908,Diving,,,,,,
Medal winners London 1908,"Springboard, Men",Albert Zürner,GER,Kurt Behrens,GER,Gottlob WalzGeorge Gaidzik,GERUSA
Medal winners London 1908,"Platform, Men",Hjalmar Johansson,SWE,Karl Malmström,SWE,Arvid Spångberg,SWE
Medal winners London 1908,Fencing,,,,,,
Medal winners London 1908,"Épée, Individual, Men",Gaston Alibert,FRA,Alexandre Lippmann,FRA,Eugène Olivier,FRA
Medal winners London 1908,"Épée, Team, Men",France,FRA,Great Britain,GBR,Belgium,BEL
Medal winners London 1908,"Sabre, Individual, Men",Jenő Fuchs,HUN,Béla Zulawszky,HUN,"Vilém Goppold z Lobsdorfu, Sr.",BOH
Medal winners London 1908,"Sabre, Team, Men",Hungary,HUN,Italy,ITA,Bohemia,BOH
Medal winners London 1908,Figure Skating,,,,,,
Medal winners London 1908,"Singles, Men",Ulrich Salchow,SWE,Richard Johansson,SWE,Per Thorén,SWE
Medal winners London 1908,"Special Figures, Men",Nikolay Panin,RUS,Arthur Cumming,GBR,Geoffrey Hall-Say,GBR
Medal winners London 1908,"Singles, Women",Madge Syers,GBR,Elsa Rendschmidt,GER,Dorothy Greenhough-Smith,GBR
Medal winners London 1908,"Pairs, Mixed",Germany,GER,Great Britain 1,GBR,Great Britain 2,GBR
Medal winners London 1908,Football,,,,,,
Medal winners London 1908,"Football, Men",Great Britain,GBR,Denmark,DEN,Netherlands,NED
Medal winners London 1908,Hockey,,,,,,
Medal winners London 1908,"Hockey, Men",England,GBR,Ireland,GBR,ScotlandWales,GBRGBR
Medal winners London 1908,Jeu De Paume,,,,,,
Medal winners London 1908,"Singles, Men",Jay Gould,USA,Eustace Miles,GBR,Neville Lytton,GBR
Medal winners London 1908,Lacrosse,,,,,,
Medal winners London 1908,"Lacrosse, Men",Canada,CAN,Great Britain,GBR,—,—
Medal winners London 1908,Motorboating,,,,,,
Medal winners London 1908,"A-Class (Open), Open",Camille,FRA,—,—,—,—
Medal winners London 1908,"B-Class (Under 60 feet), Open",Gyrinus,GBR,—,—,—,—
Medal winners London 1908,"C-Class, Open",Gyrinus,GBR,—,—,—,—
Medal winners London 1908,Polo,,,,,,
Medal winners London 1908,"Polo, Men",Roehampton,GBR,HurlinghamIreland,GBRGBR,—,—
Medal winners London 1908,Racquets,,,,,,
Medal winners London 1908,"Singles, Men",Evan Noel,GBR,Henry Leaf,GBR,Henry BroughamJohn Jacob Astor,GBRGBR
Medal winners London 1908,"Doubles, Men",Great Britain 1,GBR,Great Britain 2,GBR,Great Britain 3,GBR
Medal winners London 1908,Rowing,,,,,,
Medal winners London 1908,"Single Sculls, Men",Harry Blackstaffe,GBR,Alexander McCulloch,GBR,Bernhard von GazaKároly Levitzky,GERHUN
Medal winners London 1908,"Coxless Pairs, Men",Leander Club #1,GBR,Leander Club #2,GBR,Argonaut Rowing ClubBerliner Ruderclub,CANGER
Medal winners London 1908,"Coxless Fours, Men",Magdalen College Boat Club,GBR,Leander Club,GBR,Argonaut Rowing ClubAmstel Amsterdam,CANNED
Medal winners London 1908,"Eights, Men",Leander Club,GBR,Royal Club Nautique de Gand,BEL,Toronto ArgonautsCambridge University Boat Club,CANGBR
Medal winners London 1908,Rugby,,,,,,
Medal winners London 1908,"Rugby, Men",Australasia,ANZ,Cornwall,GBR,—,—
Medal winners London 1908,Sailing,,,,,,
Medal winners London 1908,"6 metres, Open",Dormy,GBR,Zut,BEL,Guyoni,FRA
Medal winners London 1908,"7 metres, Open",Heroine,GBR,—,—,—,—
Medal winners London 1908,"8 metres, Open",Cobweb,GBR,Vinga,SWE,Sorais,GBR
Medal winners London 1908,"12 metres, Open",Hera,GBR,Mouchette,GBR,—,—
Medal winners London 1908,Shooting,,,,,,
